,age,number_years_at_job,marital_status,num_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,other_streaming_services,is_ticket_purchased,Search_history_percentage,count_other_tickets_purchased,is_R,is_S,is_U,is_grad_college,is_grad_high_school,is_masters_professional,is_no_hs_diploma,is_phd,is_some_college,is_business,is_childcare,is_education,is_finance,is_government,is_healthcare,is_legal,is_marketing,is_none,is_retail,is_service,is_tech,is_SLAMEX,is_locate,is_maincard,is_none,is_passport,is_pursuit,is_Cheezeline,is_DefecTV,is_Fish Network,is_Infinity,is_No_Cable,is_ShrewTube,is_Spectral,is_Suboptimal,is_0,is_2010-2015,is_2015-2018,is_2019+,Index,Conv_prob,ltv_pred,promotion_type
2536,50,13,1,2.0,1,67.9,213.55,3,1,0,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2536,0.8541150270554149,2603.9064266298387,silver
2537,46,9,1,4.0,0,0.0,151.67,4,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2537,0.6768494557960542,2583.2426606640634,gold
2538,35,13,1,9.0,1,37.95,53.72,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2538,0.8171535197713442,2153.8645344216197,silver
2539,23,3,1,0.0,0,22.75,46.21,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2539,0.603462549002597,1328.9536725180192,silver
2540,35,12,1,0.0,0,60.02,0.0,7,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2540,,,none
2541,61,10,1,1.0,1,9.29,8.95,5,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2541,,,none
2542,74,12,1,10.0,0,62.9,270.34,5,1,25,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2542,0.6465980589434817,1328.1888980438648,silver
2543,37,15,0,0.0,1,18.44,22.66,2,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2543,0.5729243373374604,1255.2073947748981,silver
2544,55,13,1,1.0,1,14.94,12.41,0,1,17,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2544,,,none
2545,40,9,1,0.0,0,8.41,81.88,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2545,,,none
2546,27,1,1,0.0,1,0.0,425.96,1,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2546,0.5538242347279917,1767.3958490193709,gold
2547,19,3,1,0.0,0,2.71,0.0,1,0,33,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2547,,,none
2548,42,12,1,7.0,0,60.61,102.28,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2548,0.759521765277509,3064.8112625178464,silver
2549,41,8,1,15.0,1,17.99,0.0,2,1,67,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2549,,,none
2550,20,1,1,0.0,0,0.0,292.6,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2550,0.6046030147955839,1496.8586086971934,gold
2551,52,11,0,0.0,0,36.67,0.0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2551,,,none
2552,39,6,1,23.0,1,20.26,41.03,1,1,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2552,0.9309121285404777,2995.140829800172,bronze
2553,31,6,1,5.0,1,0.1,167.33,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2553,0.7181789486067119,1814.0908976914593,silver
2554,32,11,0,0.0,1,0.0,0.0,1,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2554,,,none
2555,46,16,1,12.0,1,38.8,281.36,1,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2555,0.7366442843036032,2150.902312082353,silver
2556,30,7,1,1.0,0,0.0,24.75,3,1,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2556,0.8490936987213713,2525.3092495244014,silver
2557,46,11,1,4.0,0,8.62,198.97,1,1,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2557,0.8433260606209552,2727.8552618285976,silver
2558,55,7,1,0.0,0,0.0,53.53,2,0,33,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2558,,,none
2559,24,4,1,0.0,0,16.89,243.58,4,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2559,0.5556504569176145,1350.0601577062432,silver
2560,71,7,1,0.0,1,0.0,190.74,1,0,20,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2560,,,none
2561,45,7,1,6.0,0,78.93,0.0,2,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2561,,,none
2562,28,8,1,0.0,1,51.83,318.65,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2562,0.5835295838832519,1688.176950106622,gold
2563,77,10,0,0.0,0,0.0,0.0,2,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2563,,,none
2564,21,1,1,0.0,0,1.12,85.04,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2564,0.6643978118231849,1462.184471793677,gold
2565,42,9,0,4.0,0,5.39,0.0,2,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2565,,,none
2566,60,12,0,3.0,0,0.0,32.48,2,1,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2566,,,none
2567,38,13,1,4.0,0,15.07,113.74,2,1,0,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2567,0.859618384923001,2498.775513355972,silver
2568,64,11,1,7.0,1,16.76,365.36,1,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2568,0.5148700431015782,1822.5036326450672,gold
2569,39,6,1,1.0,1,1.33,158.89,5,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2569,0.6956314614912246,1398.5517264750933,silver
2570,22,2,0,0.0,1,17.47,10.65,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2570,0.5747086334229305,1733.7096192543836,gold
2571,71,11,1,2.0,1,0.0,157.01,1,1,33,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2571,0.5962532270964086,2710.406898306731,gold
2572,23,1,0,0.0,0,35.86,145.77,4,0,14,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2572,0.6274691803783206,1226.5430246153696,silver
2573,59,8,1,8.0,1,0.0,107.66,6,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2573,0.5026491966163321,1449.4562195792596,gold
2574,55,10,1,3.0,0,0.0,0.0,2,1,33,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2574,,,none
2575,29,7,0,22.0,1,7.17,27.06,2,1,0,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2575,0.9179543333180361,2475.849178099058,bronze
2576,45,8,1,2.0,0,0.0,61.44,6,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2576,0.6398324013764425,1770.679919937919,gold
2577,30,9,0,0.0,1,24.84,32.47,1,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2577,,,none
2578,47,12,1,0.0,1,0.0,124.04,1,0,25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2578,0.5311786394790193,1778.8685333989556,gold
2579,23,3,0,0.0,0,9.38,80.82,1,0,20,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2579,0.6018298986872819,1636.805158693594,gold
2580,50,8,1,7.0,0,3.27,95.91,1,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2580,0.7122630357311495,2220.272627127824,silver
2581,44,7,1,37.0,1,3.77,45.64,5,1,33,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2581,0.9569604937356909,3520.001062108862,bronze
2582,41,9,0,1.0,1,52.47,46.58,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2582,0.8360209511287915,2103.5690237901686,silver
2583,20,1,0,2.0,0,87.72,0.0,4,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2583,,,none
2584,28,8,0,0.0,0,0.0,242.89,5,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2584,0.5527374238167962,1057.0917020784457,bronze
2585,19,2,0,0.0,1,11.97,66.29,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2585,0.6883221014245319,1300.6507397886508,silver
2586,78,11,1,3.0,1,0.0,259.21,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2586,0.6019395769350594,2086.4325142639973,gold
2587,23,3,0,0.0,0,25.23,658.62,5,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2587,0.5724312705826534,1420.8566772050672,gold
2588,46,11,1,1.0,0,28.43,388.54,3,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2588,0.802596377050795,2601.676219355072,silver
2589,33,9,1,1.0,0,1.83,17.14,5,1,29,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2589,0.8391064967919531,2899.1448780756873,silver
2590,19,1,0,0.0,1,2.53,158.76,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2590,0.6432509956967101,1421.8796615229312,gold
2591,40,10,1,0.0,1,48.39,379.94,3,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2591,0.6221798666707637,1066.0917219510952,bronze
2592,30,10,0,0.0,0,0.0,204.09,1,0,20,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2592,,,none
2593,21,1,1,1.0,0,38.85,18.06,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2593,0.9042451202103218,2749.8041313199665,bronze
2594,52,15,1,0.0,0,15.72,0.0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2594,,,none
2595,22,2,1,0.0,1,0.0,108.1,1,0,20,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2595,0.5750130357790703,1584.035627264179,gold
2596,76,11,1,1.0,0,0.0,0.0,3,1,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2596,,,none
2597,61,9,1,6.0,1,59.56,108.41,3,1,0,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2597,0.8261005923725743,1864.5392043455895,silver
2598,56,8,1,12.0,0,2.51,0.0,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2598,,,none
2599,63,9,1,0.0,0,25.59,4.36,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2599,,,none
2600,39,9,0,0.0,1,6.73,0.0,2,0,67,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2600,,,none
2601,24,2,0,11.0,0,0.0,15.79,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2601,0.909337451330096,2551.3251099775307,bronze
2602,64,16,1,5.0,1,64.43,398.03,1,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2602,0.8428970849364361,2762.433598297926,silver
2603,37,6,1,1.0,0,2.74,196.19,5,1,40,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2603,0.6788175115103382,2086.0017310013222,gold
2604,26,4,1,21.0,1,95.2,0.0,1,1,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2604,0.5093685775468377,2812.3169189575697,gold
2605,24,4,1,12.0,1,33.49,0.0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2605,,,none
2606,24,4,0,0.0,0,10.34,127.0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2606,,,none
2607,33,5,1,11.0,1,66.93,213.23,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2607,0.938435370533064,2704.5949103204257,bronze
2608,62,7,1,0.0,1,0.0,10.25,4,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2608,,,none
2609,69,9,1,1.0,0,21.44,0.0,1,1,0,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2609,,,none
2610,52,16,1,0.0,0,0.0,41.92,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2610,,,none
2611,41,11,1,1.0,0,0.0,0.0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2611,,,none
2612,71,8,1,3.0,0,6.81,152.87,4,1,50,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2612,0.5312106992339031,1873.0313629914976,gold
2613,24,3,1,0.0,0,0.0,36.05,2,0,33,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2613,0.59207989916842,1517.0896787659872,gold
2614,32,10,1,3.0,0,25.01,63.21,2,1,33,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2614,0.7170068412974208,2348.6284653714424,silver
2615,58,12,0,3.0,1,0.0,154.54,3,1,20,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2615,0.6878619630735556,1693.9356653608766,gold
2616,47,12,1,1.0,0,66.76,14.84,5,1,17,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2616,0.8466841869817856,2163.132164996122,silver
2617,24,2,1,0.0,0,5.42,89.13,2,0,20,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2617,0.6593720552705349,1871.8227806643406,gold
2618,27,7,1,8.0,1,0.0,0.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2618,,,none
2619,63,11,1,10.0,0,29.17,8.9,2,1,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2619,0.6423695860430969,1631.5210520613869,gold
2620,61,10,1,0.0,1,44.31,113.75,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2620,,,none
2621,38,10,1,6.0,0,56.06,90.22,1,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2621,0.9014827247131232,2917.75683011111,bronze
2622,21,1,0,0.0,0,0.0,306.09,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2622,,,none
2623,38,14,1,6.0,1,0.0,35.94,1,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2623,0.7545471940241929,1733.9072509763319,silver
2624,31,11,0,0.0,1,5.94,93.57,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2624,,,none
2625,61,8,0,0.0,0,88.1,7.56,4,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2625,0.5564437881410337,696.2364768644002,bronze
2626,61,10,1,0.0,0,1.83,4.52,2,0,20,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2626,,,none
2627,37,10,1,1.0,1,23.4,44.98,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2627,0.6177482316427112,1272.0381914482846,silver
2628,78,10,1,1.0,1,0.0,122.78,5,1,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2628,0.5318891125710431,1512.07021908023,gold
2629,30,10,0,11.0,0,0.0,0.0,2,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2629,,,none
2630,33,12,1,0.0,1,24.57,96.4,1,0,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2630,0.6368504713674494,1514.2339807831115,gold
2631,35,12,1,13.0,1,0.0,56.24,5,1,33,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2631,0.7600971497179266,2335.0157440414187,silver
2632,68,9,1,6.0,0,3.2,0.0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2632,,,none
2633,35,10,0,0.0,0,30.59,138.39,5,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2633,0.5531574930142535,1116.3067834292383,silver
2634,46,14,1,2.0,1,46.34,0.0,5,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2634,,,none
2635,35,12,1,0.0,0,26.38,12.76,1,0,14,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2635,0.5955461942581738,1947.3516003757582,gold
2636,63,10,1,5.0,0,8.87,326.53,3,1,25,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2636,0.5631563406789246,1922.5401973925786,gold
2637,19,3,0,0.0,0,23.85,155.01,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2637,0.6370492771129971,1510.8969606833784,gold
2638,58,6,1,28.0,0,17.95,311.74,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2638,0.7061129138416802,2261.147648660031,silver
2639,49,10,1,8.0,0,19.51,419.46,3,1,33,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2639,0.5633893319322254,1875.579617136586,gold
2640,26,3,1,2.0,1,0.0,67.03,5,1,25,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2640,0.8322777757393905,2432.6994777289215,silver
2641,26,6,0,0.0,0,0.03,55.15,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2641,0.5396331537045344,1174.4734551796682,silver
2642,20,1,1,0.0,1,1.46,71.27,1,0,33,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2642,0.7408362617059926,2037.748983734616,silver
